LSOA code (2011),LSOA name (2011),Local Authority District code (2019),Local Authority District name (2019),Index of Multiple Deprivation (IMD) Rank,Index of Multiple Deprivation (IMD) Decile,,Aggregate IMD Decile,Borough
E01000842,Camden 011A,E09000007,Camden,"26,391",9,,5.41,Camden
E01000843,Camden 014A,E09000007,Camden,"20,412",7,,4.33,Greenwich
E01000844,Camden 011B,E09000007,Camden,"24,762",8,,4.33,Hackney
E01000845,Camden 014B,E09000007,Camden,"22,982",7,,4.51,Hammersmith & Fulham
E01000846,Camden 014C,E09000007,Camden,"12,675",4,,4.49,Islington
E01000847,Camden 014D,E09000007,Camden,"16,872",6,,5.21,Kensington & Chelsea
E01000848,Camden 011C,E09000007,Camden,"29,434",9,,4.53,Lambeth
E01000849,Camden 011D,E09000007,Camden,"27,430",9,,4.65,Lewisham
E01000850,Camden 026A,E09000007,Camden,"19,686",6,,4.87,Southwark
E01000851,Camden 026B,E09000007,Camden,"18,953",6,,5.19,Tower Hamlets
E01000852,Camden 026C,E09000007,Camden,"19,304",6,,5.87,Wandsworth
E01000853,Camden 025A,E09000007,Camden,"7,640",3,,5.26,Westminster
E01000854,Camden 026D,E09000007,Camden,"18,104",6,,,
E01000855,Camden 028A,E09000007,Camden,"19,276",6,,,
E01000856,Camden 019A,E09000007,Camden,"7,345",3,,,
E01000857,Camden 018A,E09000007,Camden,"19,069",6,,,
E01000858,Camden 018B,E09000007,Camden,"4,987",2,,,
E01000859,Camden 018C,E09000007,Camden,"28,039",9,,,
E01000860,Camden 018D,E09000007,Camden,"16,393",5,,,
E01000861,Camden 019B,E09000007,Camden,"6,470",2,,,
E01000862,Camden 018E,E09000007,Camden,"23,485",8,,,
E01000863,Camden 021A,E09000007,Camden,"6,114",2,,,
E01000864,Camden 015A,E09000007,Camden,"16,182",5,,,
E01000865,Camden 015B,E09000007,Camden,"20,799",7,,,
E01000866,Camden 009A,E09000007,Camden,"12,432",4,,,
E01000867,Camden 015C,E09000007,Camden,"8,822",3,,,
E01000868,Camden 015D,E09000007,Camden,"4,488",2,,,
E01000869,Camden 015E,E09000007,Camden,"12,664",4,,,
E01000870,Camden 009B,E09000007,Camden,"9,686",3,,,
E01000871,Camden 005A,E09000007,Camden,"19,707",7,,,
E01000872,Camden 005B,E09000007,Camden,"11,176",4,,,
E01000873,Camden 005C,E09000007,Camden,"26,279",9,,,
E01000874,Camden 005D,E09000007,Camden,"30,591",10,,,
E01000875,Camden 013A,E09000007,Camden,"12,887",4,,,
E01000876,Camden 013B,E09000007,Camden,"8,051",3,,,
E01000877,Camden 005E,E09000007,Camden,"23,154",8,,,
E01000878,Camden 004A,E09000007,Camden,"29,860",10,,,
E01000879,Camden 004B,E09000007,Camden,"29,597",10,,,
E01000880,Camden 004C,E09000007,Camden,"29,333",9,,,
E01000881,Camden 008A,E09000007,Camden,"20,586",7,,,
E01000882,Camden 008B,E09000007,Camden,"31,192",10,,,
E01000883,Camden 008C,E09000007,Camden,"25,075",8,,,
E01000884,Camden 004D,E09000007,Camden,"30,248",10,,,
E01000885,Camden 004E,E09000007,Camden,"28,290",9,,,
E01000886,Camden 006A,E09000007,Camden,"25,622",8,,,
E01000887,Camden 006B,E09000007,Camden,"20,985",7,,,
E01000888,Camden 006C,E09000007,Camden,"19,356",6,,,
E01000889,Camden 007A,E09000007,Camden,"7,620",3,,,
E01000890,Camden 007B,E09000007,Camden,"4,006",2,,,
E01000891,Camden 007C,E09000007,Camden,"4,795",2,,,
E01000892,Camden 006D,E09000007,Camden,"18,135",6,,,
E01000893,Camden 002A,E09000007,Camden,"30,202",10,,,
E01000894,Camden 002B,E09000007,Camden,"28,780",9,,,
E01000895,Camden 002C,E09000007,Camden,"26,602",9,,,
E01000896,Camden 002D,E09000007,Camden,"29,763",10,,,
E01000897,Camden 008D,E09000007,Camden,"30,122",10,,,
E01000898,Camden 008E,E09000007,Camden,"22,390",7,,,
E01000899,Camden 002E,E09000007,Camden,"29,501",9,,,
E01000900,Camden 012A,E09000007,Camden,"10,171",4,,,
E01000901,Camden 007D,E09000007,Camden,"7,868",3,,,
E01000902,Camden 012B,E09000007,Camden,"5,453",2,,,
E01000903,Camden 006E,E09000007,Camden,"15,302",5,,,
E01000904,Camden 012C,E09000007,Camden,"11,021",4,,,
E01000905,Camden 012D,E09000007,Camden,"4,848",2,,,
E01000906,Camden 012E,E09000007,Camden,"23,987",8,,,
E01000907,Camden 001A,E09000007,Camden,"6,341",2,,,
E01000908,Camden 001B,E09000007,Camden,"9,462",3,,,
E01000909,Camden 001C,E09000007,Camden,"22,437",7,,,
E01000910,Camden 003A,E09000007,Camden,"24,847",8,,,
E01000911,Camden 003B,E09000007,Camden,"17,027",6,,,
E01000912,Camden 001D,E09000007,Camden,"12,523",4,,,
E01000913,Camden 001E,E09000007,Camden,"25,415",8,,,
E01000914,Camden 028B,E09000007,Camden,"20,943",7,,,
E01000915,Camden 027A,E09000007,Camden,"12,012",4,,,
E01000916,Camden 027B,E09000007,Camden,"14,830",5,,,
E01000917,Camden 027C,E09000007,Camden,"5,902",2,,,
E01000918,Camden 028C,E09000007,Camden,"13,788",5,,,
E01000919,Camden 028D,E09000007,Camden,"12,962",4,,,
E01000920,Camden 027D,E09000007,Camden,"18,902",6,,,
E01000921,Camden 003C,E09000007,Camden,"18,723",6,,,
E01000922,Camden 007E,E09000007,Camden,"12,979",4,,,
E01000923,Camden 003D,E09000007,Camden,"14,943",5,,,
E01000924,Camden 009C,E09000007,Camden,"20,738",7,,,
E01000925,Camden 009D,E09000007,Camden,"8,318",3,,,
E01000926,Camden 009E,E09000007,Camden,"16,623",6,,,
E01000927,Camden 007F,E09000007,Camden,"18,974",6,,,
E01000928,Camden 003E,E09000007,Camden,"14,085",5,,,
E01000929,Camden 020A,E09000007,Camden,"10,528",4,,,
E01000930,Camden 020B,E09000007,Camden,"7,671",3,,,
E01000931,Camden 013C,E09000007,Camden,"6,050",2,,,
E01000932,Camden 013D,E09000007,Camden,"14,310",5,,,
E01000933,Camden 020C,E09000007,Camden,"10,342",4,,,
E01000934,Camden 020D,E09000007,Camden,"5,734",2,,,
E01000935,Camden 020E,E09000007,Camden,"6,954",3,,,
E01000936,Camden 024A,E09000007,Camden,"13,208",5,,,
E01000937,Camden 025B,E09000007,Camden,"19,616",6,,,
E01000938,Camden 024B,E09000007,Camden,"6,387",2,,,
E01000939,Camden 024C,E09000007,Camden,"4,547",2,,,
E01000940,Camden 024D,E09000007,Camden,"14,633",5,,,
E01000941,Camden 025C,E09000007,Camden,"4,860",2,,,
E01000942,Camden 025D,E09000007,Camden,"18,602",6,,,
E01000943,Camden 025E,E09000007,Camden,"14,517",5,,,
E01000944,Camden 023A,E09000007,Camden,"12,258",4,,,
E01000945,Camden 023B,E09000007,Camden,"8,263",3,,,
E01000946,Camden 021B,E09000007,Camden,"19,148",6,,,
E01000947,Camden 021C,E09000007,Camden,"10,959",4,,,
E01000948,Camden 021D,E09000007,Camden,"8,522",3,,,
E01000949,Camden 023C,E09000007,Camden,"14,696",5,,,
E01000950,Camden 023D,E09000007,Camden,"4,347",2,,,
E01000951,Camden 023E,E09000007,Camden,"6,164",2,,,
E01000952,Camden 022A,E09000007,Camden,"6,511",2,,,
E01000953,Camden 022B,E09000007,Camden,"5,146",2,,,
E01000954,Camden 022C,E09000007,Camden,"5,931",2,,,
E01000955,Camden 022D,E09000007,Camden,"6,579",3,,,
E01000956,Camden 022E,E09000007,Camden,"6,420",2,,,
E01000957,Camden 019C,E09000007,Camden,"9,984",4,,,
E01000958,Camden 019D,E09000007,Camden,"11,047",4,,,
E01000959,Camden 019E,E09000007,Camden,"4,567",2,,,
E01000960,Camden 017A,E09000007,Camden,"17,492",6,,,
E01000961,Camden 017B,E09000007,Camden,"12,315",4,,,
E01000962,Camden 016A,E09000007,Camden,"29,401",9,,,
E01000963,Camden 017C,E09000007,Camden,"26,116",8,,,
E01000964,Camden 016B,E09000007,Camden,"16,265",5,,,
E01000965,Camden 016C,E09000007,Camden,"16,618",6,,,
E01000966,Camden 016D,E09000007,Camden,"28,370",9,,,
E01000967,Camden 017D,E09000007,Camden,"25,349",8,,,
E01000968,Camden 016E,E09000007,Camden,"19,671",6,,,
E01000969,Camden 010A,E09000007,Camden,"29,120",9,,,
E01000970,Camden 010B,E09000007,Camden,"24,158",8,,,
E01000971,Camden 010C,E09000007,Camden,"27,230",9,,,
E01000972,Camden 010D,E09000007,Camden,"9,542",3,,,
E01000973,Camden 010E,E09000007,Camden,"13,867",5,,,
E01000974,Camden 013E,E09000007,Camden,"10,710",4,,,
E01001571,Greenwich 008A,E09000011,Greenwich,"16,175",5,,,
E01001572,Greenwich 008B,E09000011,Greenwich,"18,456",6,,,
E01001573,Greenwich 008C,E09000011,Greenwich,"18,225",6,,,
E01001574,Greenwich 008D,E09000011,Greenwich,"4,479",2,,,
E01001575,Greenwich 003A,E09000011,Greenwich,"2,565",1,,,
E01001576,Greenwich 003B,E09000011,Greenwich,"4,419",2,,,
E01001577,Greenwich 003C,E09000011,Greenwich,"6,440",2,,,
E01001578,Greenwich 003D,E09000011,Greenwich,"9,697",3,,,
E01001579,Greenwich 003E,E09000011,Greenwich,"4,983",2,,,
E01001580,Greenwich 021A,E09000011,Greenwich,"23,584",8,,,
E01001581,Greenwich 016A,E09000011,Greenwich,"13,999",5,,,
E01001582,Greenwich 021B,E09000011,Greenwich,"11,864",4,,,
E01001583,Greenwich 021C,E09000011,Greenwich,"20,534",7,,,
E01001584,Greenwich 021D,E09000011,Greenwich,"26,016",8,,,
E01001585,Greenwich 016B,E09000011,Greenwich,"21,113",7,,,
E01001586,Greenwich 016C,E09000011,Greenwich,"11,294",4,,,
E01001587,Greenwich 016D,E09000011,Greenwich,"22,066",7,,,
E01001588,Greenwich 012A,E09000011,Greenwich,"5,533",2,,,
E01001589,Greenwich 012B,E09000011,Greenwich,"9,174",3,,,
E01001590,Greenwich 014A,E09000011,Greenwich,"15,901",5,,,
E01001591,Greenwich 012C,E09000011,Greenwich,"7,189",3,,,
E01001592,Greenwich 014B,E09000011,Greenwich,"19,244",6,,,
E01001593,Greenwich 014C,E09000011,Greenwich,"22,827",7,,,
E01001594,Greenwich 014D,E09000011,Greenwich,"5,415",2,,,
E01001595,Greenwich 012D,E09000011,Greenwich,"11,892",4,,,
E01001596,Greenwich 032A,E09000011,Greenwich,"25,312",8,,,
E01001597,Greenwich 031A,E09000011,Greenwich,"18,757",6,,,
E01001598,Greenwich 031B,E09000011,Greenwich,"19,780",7,,,
E01001599,Greenwich 032B,E09000011,Greenwich,"16,636",6,,,
E01001600,Greenwich 032C,E09000011,Greenwich,"20,482",7,,,
E01001601,Greenwich 032D,E09000011,Greenwich,"23,383",8,,,
E01001602,Greenwich 031C,E09000011,Greenwich,"6,918",3,,,
E01001603,Greenwich 031D,E09000011,Greenwich,"5,305",2,,,
E01001604,Greenwich 027A,E09000011,Greenwich,"20,549",7,,,
E01001605,Greenwich 023A,E09000011,Greenwich,"28,074",9,,,
E01001606,Greenwich 023B,E09000011,Greenwich,"28,995",9,,,
E01001607,Greenwich 027B,E09000011,Greenwich,"16,263",5,,,
E01001608,Greenwich 027C,E09000011,Greenwich,"19,688",6,,,
E01001609,Greenwich 027D,E09000011,Greenwich,"12,789",4,,,
E01001610,Greenwich 023C,E09000011,Greenwich,"21,169",7,,,
E01001611,Greenwich 023D,E09000011,Greenwich,"15,294",5,,,
E01001613,Greenwich 028A,E09000011,Greenwich,"14,317",5,,,
E01001614,Greenwich 028B,E09000011,Greenwich,"26,343",9,,,
E01001615,Greenwich 028C,E09000011,Greenwich,"14,143",5,,,
E01001617,Greenwich 028D,E09000011,Greenwich,"26,084",8,,,
E01001618,Greenwich 030C,E09000011,Greenwich,"11,623",4,,,
E01001619,Greenwich 030D,E09000011,Greenwich,"19,186",6,,,
E01001620,Greenwich 025A,E09000011,Greenwich,"7,205",3,,,
E01001621,Greenwich 025B,E09000011,Greenwich,"7,132",3,,,
E01001623,Greenwich 025C,E09000011,Greenwich,"10,924",4,,,
E01001624,Greenwich 025D,E09000011,Greenwich,"10,556",4,,,
E01001625,Greenwich 025E,E09000011,Greenwich,"4,073",2,,,
E01001629,Greenwich 009A,E09000011,Greenwich,"7,852",3,,,
E01001631,Greenwich 007B,E09000011,Greenwich,"6,211",2,,,
E01001632,Greenwich 007C,E09000011,Greenwich,"15,631",5,,,
E01001633,Greenwich 009B,E09000011,Greenwich,"6,202",2,,,
E01001634,Greenwich 009C,E09000011,Greenwich,"3,802",2,,,
E01001635,Greenwich 007D,E09000011,Greenwich,"11,906",4,,,
E01001636,Greenwich 007E,E09000011,Greenwich,"10,378",4,,,
E01001637,Greenwich 009D,E09000011,Greenwich,"9,554",3,,,
E01001638,Greenwich 038A,E09000011,Greenwich,"8,986",3,,,
E01001640,Greenwich 035A,E09000011,Greenwich,"7,763",3,,,
E01001641,Greenwich 038B,E09000011,Greenwich,"17,618",6,,,
E01001642,Greenwich 038C,E09000011,Greenwich,"22,742",7,,,
E01001644,Greenwich 038D,E09000011,Greenwich,"16,768",6,,,
E01001645,Greenwich 022A,E09000011,Greenwich,"9,118",3,,,
E01001646,Greenwich 019A,E09000011,Greenwich,"10,745",4,,,
E01001647,Greenwich 022B,E09000011,Greenwich,"13,052",4,,,
E01001648,Greenwich 022C,E09000011,Greenwich,"15,054",5,,,
E01001649,Greenwich 022D,E09000011,Greenwich,"5,827",2,,,
E01001650,Greenwich 019B,E09000011,Greenwich,"7,097",3,,,
E01001651,Greenwich 019C,E09000011,Greenwich,"3,333",2,,,
E01001652,Greenwich 019D,E09000011,Greenwich,"16,562",6,,,
E01001653,Greenwich 029A,E09000011,Greenwich,"3,995",2,,,
E01001654,Greenwich 029B,E09000011,Greenwich,"4,285",2,,,
E01001655,Greenwich 029C,E09000011,Greenwich,"3,586",2,,,
E01001656,Greenwich 034A,E09000011,Greenwich,"15,898",5,,,
E01001657,Greenwich 034B,E09000011,Greenwich,"23,034",8,,,
E01001658,Greenwich 034C,E09000011,Greenwich,"15,955",5,,,
E01001659,Greenwich 034D,E09000011,Greenwich,"13,757",5,,,
E01001660,Greenwich 029D,E09000011,Greenwich,"6,434",2,,,
E01001661,Greenwich 029E,E09000011,Greenwich,"5,857",2,,,
E01001662,Greenwich 037A,E09000011,Greenwich,"12,724",4,,,
E01001664,Greenwich 037B,E09000011,Greenwich,"13,303",5,,,
E01001665,Greenwich 037C,E09000011,Greenwich,"16,860",6,,,
E01001666,Greenwich 036A,E09000011,Greenwich,"10,546",4,,,
E01001667,Greenwich 036B,E09000011,Greenwich,"3,574",2,,,
E01001668,Greenwich 036C,E09000011,Greenwich,"9,655",3,,,
E01001669,Greenwich 033A,E09000011,Greenwich,"9,131",3,,,
E01001671,Greenwich 033B,E09000011,Greenwich,"12,091",4,,,
E01001672,Greenwich 006A,E09000011,Greenwich,"9,511",3,,,
E01001673,Greenwich 006B,E09000011,Greenwich,"5,579",2,,,
E01001674,Greenwich 006C,E09000011,Greenwich,"12,679",4,,,
E01001675,Greenwich 006D,E09000011,Greenwich,"8,659",3,,,
E01001676,Greenwich 033C,E09000011,Greenwich,"8,863",3,,,
E01001677,Greenwich 006E,E09000011,Greenwich,"14,595",5,,,
E01001678,Greenwich 017A,E09000011,Greenwich,"19,867",7,,,
E01001679,Greenwich 020A,E09000011,Greenwich,"20,502",7,,,
E01001680,Greenwich 020B,E09000011,Greenwich,"25,987",8,,,
E01001681,Greenwich 020C,E09000011,Greenwich,"15,871",5,,,
E01001682,Greenwich 020D,E09000011,Greenwich,"15,940",5,,,
E01001683,Greenwich 017B,E09000011,Greenwich,"12,171",4,,,
E01001684,Greenwich 017C,E09000011,Greenwich,"10,933",4,,,
E01001685,Greenwich 017D,E09000011,Greenwich,"16,704",6,,,
E01001686,Greenwich 020E,E09000011,Greenwich,"13,909",5,,,
E01001687,Greenwich 002A,E09000011,Greenwich,"5,655",2,,,
E01001688,Greenwich 002B,E09000011,Greenwich,"9,824",3,,,
E01001690,Greenwich 001A,E09000011,Greenwich,"8,164",3,,,
E01001692,Greenwich 001B,E09000011,Greenwich,"8,020",3,,,
E01001693,Greenwich 001C,E09000011,Greenwich,"6,383",2,,,
E01001694,Greenwich 001D,E09000011,Greenwich,"11,923",4,,,
E01001695,Greenwich 011A,E09000011,Greenwich,"5,276",2,,,
E01001696,Greenwich 011B,E09000011,Greenwich,"5,270",2,,,
E01001697,Greenwich 011C,E09000011,Greenwich,"6,293",2,,,
E01001698,Greenwich 015A,E09000011,Greenwich,"8,235",3,,,
E01001699,Greenwich 015B,E09000011,Greenwich,"10,944",4,,,
E01001700,Greenwich 011D,E09000011,Greenwich,"7,478",3,,,
E01001701,Greenwich 015C,E09000011,Greenwich,"8,286",3,,,
E01001702,Greenwich 015D,E09000011,Greenwich,"4,923",2,,,
E01001703,Greenwich 011E,E09000011,Greenwich,"7,158",3,,,
E01001704,Greenwich 011F,E09000011,Greenwich,"11,676",4,,,
E01001705,Greenwich 005A,E09000011,Greenwich,"6,839",3,,,
E01001706,Greenwich 005B,E09000011,Greenwich,"4,427",2,,,
E01001708,Greenwich 005C,E09000011,Greenwich,"13,833",5,,,
E01001709,Greenwich 004B,E09000011,Greenwich,"5,099",2,,,
E01001710,Greenwich 005D,E09000011,Greenwich,"6,464",2,,,
E01001711,Greenwich 004C,E09000011,Greenwich,"9,120",3,,,
E01001712,Greenwich 004D,E09000011,Greenwich,"7,387",3,,,
E01001713,Greenwich 005E,E09000011,Greenwich,"5,191",2,,,
E01001714,Hackney 002A,E09000012,Hackney,"3,216",1,,,
E01001715,Hackney 007A,E09000012,Hackney,"8,857",3,,,
E01001716,Hackney 007B,E09000012,Hackney,"5,179",2,,,
E01001717,Hackney 007C,E09000012,Hackney,"9,310",3,,,
E01001718,Hackney 007D,E09000012,Hackney,"14,212",5,,,
E01001719,Hackney 007E,E09000012,Hackney,"5,629",2,,,
E01001720,Hackney 007F,E09000012,Hackney,"14,558",5,,,
E01001722,Hackney 029A,E09000012,Hackney,"7,202",3,,,
E01001723,Hackney 006A,E09000012,Hackney,"12,151",4,,,
E01001724,Hackney 006B,E09000012,Hackney,"10,562",4,,,
E01001725,Hackney 004A,E09000012,Hackney,"9,853",3,,,
E01001726,Hackney 004B,E09000012,Hackney,"6,738",3,,,
E01001727,Hackney 006C,E09000012,Hackney,"12,316",4,,,
E01001728,Hackney 029B,E09000012,Hackney,"7,754",3,,,
E01001729,Hackney 019A,E09000012,Hackney,"3,718",2,,,
E01001730,Hackney 019B,E09000012,Hackney,"2,897",1,,,
E01001731,Hackney 017A,E09000012,Hackney,"7,474",3,,,
E01001732,Hackney 019C,E09000012,Hackney,"4,530",2,,,
E01001733,Hackney 015A,E09000012,Hackney,"6,917",3,,,
E01001734,Hackney 017B,E09000012,Hackney,"5,446",2,,,
E01001735,Hackney 019D,E09000012,Hackney,"5,831",2,,,
E01001736,Hackney 012A,E09000012,Hackney,"13,149",5,,,
E01001737,Hackney 012B,E09000012,Hackney,"11,026",4,,,
E01001738,Hackney 012C,E09000012,Hackney,"12,095",4,,,
E01001739,Hackney 012D,E09000012,Hackney,"10,312",4,,,
E01001740,Hackney 014A,E09000012,Hackney,"3,274",1,,,
E01001741,Hackney 009A,E09000012,Hackney,"16,337",5,,,
E01001742,Hackney 008A,E09000012,Hackney,"8,495",3,,,
E01001744,Hackney 021B,E09000012,Hackney,"7,078",3,,,
E01001745,Hackney 016A,E09000012,Hackney,"5,257",2,,,
E01001746,Hackney 016B,E09000012,Hackney,"5,801",2,,,
E01001747,Hackney 014B,E09000012,Hackney,"7,514",3,,,
E01001748,Hackney 020A,E09000012,Hackney,"6,737",3,,,
E01001749,Hackney 020B,E09000012,Hackney,"7,497",3,,,
E01001750,Hackney 021C,E09000012,Hackney,"5,518",2,,,
E01001751,Hackney 021D,E09000012,Hackney,"15,464",5,,,
E01001752,Hackney 025A,E09000012,Hackney,"9,681",3,,,
E01001753,Hackney 025B,E09000012,Hackney,"5,565",2,,,
E01001754,Hackney 025C,E09000012,Hackney,"7,318",3,,,
E01001755,Hackney 025D,E09000012,Hackney,"4,241",2,,,
E01001756,Hackney 021E,E09000012,Hackney,"11,738",4,,,
E01001757,Hackney 016C,E09000012,Hackney,"7,129",3,,,
E01001758,Hackney 016D,E09000012,Hackney,"4,616",2,,,
E01001759,Hackney 016E,E09000012,Hackney,"8,528",3,,,
E01001760,Hackney 017C,E09000012,Hackney,"4,504",2,,,
E01001761,Hackney 016F,E09000012,Hackney,"2,627",1,,,
E01001762,Hackney 017D,E09000012,Hackney,"9,543",3,,,
E01001763,Hackney 020C,E09000012,Hackney,"12,683",4,,,
E01001764,Hackney 010A,E09000012,Hackney,"8,634",3,,,
E01001765,Hackney 010B,E09000012,Hackney,"3,374",2,,,
E01001767,Hackney 010D,E09000012,Hackney,"6,287",2,,,
E01001768,Hackney 006D,E09000012,Hackney,"11,196",4,,,
E01001769,Hackney 006E,E09000012,Hackney,"9,723",3,,,
E01001770,Hackney 010E,E09000012,Hackney,"6,158",2,,,
E01001772,Hackney 024A,E09000012,Hackney,"3,791",2,,,
E01001773,Hackney 025E,E09000012,Hackney,"4,810",2,,,
E01001774,Hackney 024B,E09000012,Hackney,"8,923",3,,,
E01001775,Hackney 024C,E09000012,Hackney,"4,495",2,,,
E01001776,Hackney 025F,E09000012,Hackney,"2,862",1,,,
E01001777,Hackney 027B,E09000012,Hackney,"6,154",2,,,
E01001779,Hackney 026A,E09000012,Hackney,"7,718",3,,,
E01001780,Hackney 027D,E09000012,Hackney,"4,965",2,,,
E01001781,Hackney 026B,E09000012,Hackney,"3,123",1,,,
E01001782,Hackney 026C,E09000012,Hackney,"13,505",5,,,
E01001783,Hackney 026D,E09000012,Hackney,"4,695",2,,,
E01001784,Hackney 027E,E09000012,Hackney,"9,803",3,,,
E01001785,Hackney 015B,E09000012,Hackney,"7,676",3,,,
E01001786,Hackney 013A,E09000012,Hackney,"4,889",2,,,
E01001787,Hackney 013B,E09000012,Hackney,"3,371",2,,,
E01001788,Hackney 013C,E09000012,Hackney,"3,601",2,,,
E01001789,Hackney 015C,E09000012,Hackney,"9,211",3,,,
E01001790,Hackney 013D,E09000012,Hackney,"1,876",1,,,
E01001791,Hackney 015D,E09000012,Hackney,"6,994",3,,,
E01001792,Hackney 011A,E09000012,Hackney,"6,784",3,,,
E01001793,Hackney 011B,E09000012,Hackney,"10,841",4,,,
E01001794,Hackney 011C,E09000012,Hackney,"9,886",4,,,
E01001795,Hackney 011D,E09000012,Hackney,"7,320",3,,,
E01001796,Hackney 011E,E09000012,Hackney,"8,807",3,,,
E01001798,Hackney 028A,E09000012,Hackney,"2,769",1,,,
E01001799,Hackney 003A,E09000012,Hackney,"9,863",4,,,
E01001800,Hackney 004C,E09000012,Hackney,"4,523",2,,,
E01001801,Hackney 008B,E09000012,Hackney,"7,336",3,,,
E01001802,Hackney 003B,E09000012,Hackney,"6,460",2,,,
E01001803,Hackney 008C,E09000012,Hackney,"18,241",6,,,
E01001804,Hackney 003C,E09000012,Hackney,"9,895",4,,,
E01001805,Hackney 009B,E09000012,Hackney,"9,451",3,,,
E01001806,Hackney 008D,E09000012,Hackney,"8,025",3,,,
E01001807,Hackney 003D,E09000012,Hackney,"8,454",3,,,
E01001808,Hackney 001A,E09000012,Hackney,"7,625",3,,,
E01001809,Hackney 001B,E09000012,Hackney,"9,795",3,,,
E01001811,Hackney 002D,E09000012,Hackney,"2,394",1,,,
E01001812,Hackney 003E,E09000012,Hackney,"8,096",3,,,
E01001813,Hackney 002E,E09000012,Hackney,"2,413",1,,,
E01001814,Hackney 001C,E09000012,Hackney,"6,783",3,,,
E01001815,Hackney 024D,E09000012,Hackney,"5,285",2,,,
E01001816,Hackney 020D,E09000012,Hackney,"10,641",4,,,
E01001819,Hackney 020E,E09000012,Hackney,"9,108",3,,,
E01001820,Hackney 024E,E09000012,Hackney,"3,969",2,,,
E01001821,Hackney 024F,E09000012,Hackney,"3,434",2,,,
E01001822,Hackney 029C,E09000012,Hackney,"2,917",1,,,
E01001823,Hackney 001D,E09000012,Hackney,"8,874",3,,,
E01001824,Hackney 004D,E09000012,Hackney,"6,317",2,,,
E01001825,Hackney 001E,E09000012,Hackney,"9,633",3,,,
E01001826,Hackney 004E,E09000012,Hackney,"6,162",2,,,
E01001827,Hackney 029D,E09000012,Hackney,"5,244",2,,,
E01001828,Hackney 028B,E09000012,Hackney,"6,187",2,,,
E01001829,Hackney 009C,E09000012,Hackney,"17,491",6,,,
E01001830,Hackney 014C,E09000012,Hackney,"6,903",3,,,
E01001831,Hackney 009D,E09000012,Hackney,"8,414",3,,,
E01001832,Hackney 009E,E09000012,Hackney,"8,976",3,,,
E01001833,Hackney 014D,E09000012,Hackney,"7,150",3,,,
E01001834,Hackney 014E,E09000012,Hackney,"7,666",3,,,
E01001835,Hackney 014F,E09000012,Hackney,"13,308",5,,,
E01001836,Hackney 022A,E09000012,Hackney,"10,064",4,,,
E01001837,Hackney 023B,E09000012,Hackney,"16,914",6,,,
E01001838,Hackney 019E,E09000012,Hackney,"2,780",1,,,
E01001839,Hackney 023C,E09000012,Hackney,"4,640",2,,,
E01001840,Hackney 022B,E09000012,Hackney,"4,256",2,,,
E01001841,Hackney 022C,E09000012,Hackney,"7,204",3,,,
E01001842,Hackney 023D,E09000012,Hackney,"4,411",2,,,
E01001843,Hackney 023E,E09000012,Hackney,"7,074",3,,,
E01001844,Hackney 022D,E09000012,Hackney,"9,624",3,,,
E01001845,Hackney 022E,E09000012,Hackney,"2,027",1,,,
E01001846,Hackney 018A,E09000012,Hackney,"2,705",1,,,
E01001847,Hackney 018B,E09000012,Hackney,"1,315",1,,,
E01001848,Hackney 018C,E09000012,Hackney,"4,298",2,,,
E01001849,Hackney 018D,E09000012,Hackney,"6,227",2,,,
E01001850,Hackney 019F,E09000012,Hackney,"3,486",2,,,
E01001851,Hammersmith and Fulham 010A,E09000013,Hammersmith and Fulham,"20,771",7,,,
E01001852,Hammersmith and Fulham 007A,E09000013,Hammersmith and Fulham,"17,221",6,,,
E01001853,Hammersmith and Fulham 007B,E09000013,Hammersmith and Fulham,"13,706",5,,,
E01001854,Hammersmith and Fulham 007C,E09000013,Hammersmith and Fulham,"15,003",5,,,
E01001855,Hammersmith and Fulham 010B,E09000013,Hammersmith and Fulham,"15,740",5,,,
E01001856,Hammersmith and Fulham 010C,E09000013,Hammersmith and Fulham,"7,267",3,,,
E01001857,Hammersmith and Fulham 007D,E09000013,Hammersmith and Fulham,"4,267",2,,,
E01001858,Hammersmith and Fulham 006A,E09000013,Hammersmith and Fulham,"7,701",3,,,
E01001859,Hammersmith and Fulham 008A,E09000013,Hammersmith and Fulham,"14,141",5,,,
E01001860,Hammersmith and Fulham 006B,E09000013,Hammersmith and Fulham,"7,131",3,,,
E01001861,Hammersmith and Fulham 006C,E09000013,Hammersmith and Fulham,"7,937",3,,,
E01001862,Hammersmith and Fulham 005A,E09000013,Hammersmith and Fulham,"6,802",3,,,
E01001863,Hammersmith and Fulham 006D,E09000013,Hammersmith and Fulham,"15,265",5,,,
E01001864,Hammersmith and Fulham 006E,E09000013,Hammersmith and Fulham,"8,604",3,,,
E01001865,Hammersmith and Fulham 008B,E09000013,Hammersmith and Fulham,"20,324",7,,,
E01001866,Hammersmith and Fulham 012A,E09000013,Hammersmith and Fulham,"19,847",7,,,
E01001867,Hammersmith and Fulham 012B,E09000013,Hammersmith and Fulham,"20,289",7,,,
E01001868,Hammersmith and Fulham 012C,E09000013,Hammersmith and Fulham,"5,585",2,,,
E01001869,Hammersmith and Fulham 010D,E09000013,Hammersmith and Fulham,"19,649",6,,,
